Date Created,Timestamp,Device ID,Radiation(uSv/h),Last Seen
1/4/2023 0:00,1680278419,rad_001,27889.39,30 days ago
1/4/2023 0:03,1680278634,rad_001,0,30 days ago
1/4/2023 0:07,1680278850,rad_001,12341.86,30 days ago
1/4/2023 0:11,1680279066,rad_001,9896.23,30 days ago
1/4/2023 0:14,1680279282,rad_001,0,30 days ago
1/4/2023 0:18,1680279498,rad_001,0,30 days ago
1/4/2023 0:21,1680279714,rad_001,0,30 days ago
1/4/2023 0:25,1680279930,rad_001,0,30 days ago
1/4/2023 0:29,1680280145,rad_001,97612.89,30 days ago
1/4/2023 0:32,1680280361,rad_001,3908.06,30 days ago
1/4/2023 0:36,1680280577,rad_001,8227.9,30 days ago
1/4/2023 0:39,1680280793,rad_001,8694.26,30 days ago
1/4/2023 0:43,1680281008,rad_001,10956.54,30 days ago
1/4/2023 0:47,1680281224,rad_001,0,30 days ago
1/4/2023 0:50,1680281439,rad_001,82595.52,30 days ago
1/4/2023 0:54,1680281655,rad_001,0,30 days ago
1/4/2023 0:57,1680281871,rad_001,0,30 days ago
1/4/2023 1:01,1680282087,rad_001,536870.91,30 days ago
1/4/2023 1:05,1680282303,rad_001,40904.45,30 days ago
1/4/2023 1:08,1680282519,rad_001,15284.58,30 days ago
1/4/2023 1:12,1680282735,rad_001,28071.68,30 days ago
1/4/2023 1:15,1680282951,rad_001,38347.92,30 days ago
1/4/2023 1:19,1680283167,rad_001,0,30 days ago
1/4/2023 1:23,1680283383,rad_001,11799.36,30 days ago
1/4/2023 1:26,1680283599,rad_001,0,30 days ago
1/4/2023 1:30,1680283815,rad_001,12558.38,30 days ago
1/4/2023 1:33,1680284031,rad_001,9296.46,30 days ago
1/4/2023 1:37,1680284247,rad_001,12595.21,30 days ago
1/4/2023 1:41,1680284463,rad_001,13463.84,30 days ago
1/4/2023 1:44,1680284679,rad_001,0,30 days ago
1/4/2023 1:48,1680284895,rad_001,41297.76,30 days ago
1/4/2023 1:51,1680285110,rad_001,41297.76,30 days ago
1/4/2023 1:55,1680285326,rad_001,0,30 days ago
1/4/2023 1:59,1680285542,rad_001,13463.84,30 days ago
1/4/2023 2:02,1680285757,rad_001,0,30 days ago
