Date Created,Timestamp,Device ID,Radiation(uSv/h),Last Seen
1/2/2023 0:00,1675180808,rad_001,0,28 days ago
1/2/2023 0:03,1675181024,rad_001,0,28 days ago
1/2/2023 0:07,1675181240,rad_001,0,28 days ago
1/2/2023 0:10,1675181456,rad_001,24403.22,28 days ago
1/2/2023 0:14,1675181671,rad_001,0,28 days ago
1/2/2023 0:18,1675181887,rad_001,6567.22,28 days ago
1/2/2023 0:21,1675182103,rad_001,2760.26,28 days ago
1/2/2023 0:25,1675182319,rad_001,12377.42,28 days ago
1/2/2023 0:28,1675182535,rad_001,8012.99,28 days ago
1/2/2023 0:32,1675182751,rad_001,0,28 days ago
1/2/2023 0:36,1675182967,rad_001,13944.69,28 days ago
1/2/2023 0:39,1675183183,rad_001,10956.54,28 days ago
1/2/2023 0:43,1675183399,rad_001,153391.68,28 days ago
1/2/2023 0:46,1675183615,rad_001,0,28 days ago
1/2/2023 0:50,1675183831,rad_001,0,28 days ago
1/2/2023 0:54,1675184046,rad_001,82595.52,28 days ago
1/2/2023 0:57,1675184262,rad_001,6607.64,28 days ago
1/2/2023 1:01,1675184478,rad_001,82595.52,28 days ago
1/2/2023 1:04,1675184694,rad_001,15339.16,28 days ago
1/2/2023 1:08,1675184910,rad_001,18837.57,28 days ago
1/2/2023 1:12,1675185126,rad_001,19611.72,28 days ago
1/2/2023 1:15,1675185342,rad_001,14510.02,28 days ago
1/2/2023 1:19,1675185558,rad_001,0,28 days ago
1/2/2023 1:22,1675185774,rad_001,0,28 days ago
1/2/2023 1:26,1675185990,rad_001,0,28 days ago
1/2/2023 1:30,1675186206,rad_001,27889.39,28 days ago
1/2/2023 1:33,1675186422,rad_001,18046.08,28 days ago
1/2/2023 1:37,1675186638,rad_001,0,28 days ago
1/2/2023 1:40,1675186853,rad_001,0,28 days ago
1/2/2023 1:44,1675187069,rad_001,10058.47,28 days ago
1/2/2023 1:48,1675187285,rad_001,40904.45,28 days ago
1/2/2023 1:51,1675187501,rad_001,41297.76,28 days ago
1/2/2023 1:55,1675187717,rad_001,6083.52,28 days ago
1/2/2023 1:58,1675187933,rad_001,0,28 days ago
1/2/2023 2:02,1675188149,rad_001,0,28 days ago
1/2/2023 2:06,1675188365,rad_001,9004.12,28 days ago
1/2/2023 2:09,1675188581,rad_001,0,28 days ago
1/2/2023 2:13,1675188797,rad_001,0,28 days ago
1/2/2023 2:16,1675189012,rad_001,29826.16,28 days ago
1/2/2023 2:20,1675189228,rad_001,49941.48,28 days ago
1/2/2023 2:24,1675189444,rad_001,21053.76,28 days ago
1/2/2023 2:27,1675189660,rad_001,0,28 days ago
1/2/2023 2:31,1675189876,rad_001,16519.1,28 days ago
1/2/2023 2:34,1675190092,rad_001,64424.5,28 days ago
1/2/2023 2:38,1675190308,rad_001,0,28 days ago
1/2/2023 2:42,1675190524,rad_001,0,28 days ago
1/2/2023 2:45,1675190740,rad_001,24403.22,28 days ago
1/2/2023 2:49,1675190956,rad_001,0,28 days ago
1/2/2023 2:52,1675191172,rad_001,0,28 days ago
1/2/2023 2:56,1675191386,rad_001,22063.18,28 days ago
1/2/2023 3:00,1675191602,rad_001,0,28 days ago
1/2/2023 3:03,1675191817,rad_001,29020.04,28 days ago
1/2/2023 3:07,1675192033,rad_001,17179.86,28 days ago
1/2/2023 3:10,1675192249,rad_001,322122.54,28 days ago
1/2/2023 3:14,1675192465,rad_001,79536.43,28 days ago
1/2/2023 3:18,1675192681,rad_001,0,28 days ago
1/2/2023 3:21,1675192897,rad_001,0,28 days ago
1/2/2023 3:25,1675193113,rad_001,0,28 days ago
1/2/2023 3:28,1675193328,rad_001,82595.52,28 days ago
1/2/2023 3:32,1675193544,rad_001,41297.76,28 days ago
1/2/2023 3:36,1675193760,rad_001,9805.86,28 days ago
1/2/2023 3:39,1675193976,rad_001,0,28 days ago
1/2/2023 3:43,1675194192,rad_001,0,28 days ago
1/2/2023 3:46,1675194408,rad_001,8837.38,28 days ago
1/2/2023 3:50,1675194623,rad_001,15230.38,28 days ago
1/2/2023 3:53,1675194839,rad_001,45210.18,28 days ago
1/2/2023 3:57,1675195055,rad_001,0,28 days ago
1/2/2023 4:01,1675195271,rad_001,20648.88,28 days ago
1/2/2023 4:04,1675195487,rad_001,32869.64,28 days ago
1/2/2023 4:08,1675195703,rad_001,14559.21,28 days ago
1/2/2023 4:11,1675195919,rad_001,9695.18,28 days ago
1/2/2023 4:15,1675196134,rad_001,7924.29,28 days ago
1/2/2023 4:19,1675196350,rad_001,16519.1,28 days ago
1/2/2023 4:22,1675196566,rad_001,0,28 days ago
1/2/2023 4:26,1675196782,rad_001,7367.01,28 days ago
1/2/2023 4:29,1675196998,rad_001,82595.52,28 days ago
1/2/2023 4:33,1675197214,rad_001,29020.04,28 days ago
1/2/2023 4:37,1675197430,rad_001,19259.94,28 days ago
1/2/2023 4:40,1675197646,rad_001,21913.09,28 days ago
1/2/2023 4:44,1675197862,rad_001,11514.65,28 days ago
1/2/2023 4:47,1675198078,rad_001,45691.14,28 days ago
1/2/2023 4:51,1675198294,rad_001,0,28 days ago
1/2/2023 4:55,1675198509,rad_001,41297.76,28 days ago
1/2/2023 4:58,1675198725,rad_001,53687.09,28 days ago
1/2/2023 5:02,1675198942,rad_001,82595.52,28 days ago
1/2/2023 5:05,1675199158,rad_001,82595.52,28 days ago
1/2/2023 5:09,1675199374,rad_001,13463.84,28 days ago
1/2/2023 5:13,1675199590,rad_001,119304.64,28 days ago
1/2/2023 5:16,1675199806,rad_001,0,28 days ago
1/2/2023 5:20,1675200022,rad_001,35013.32,28 days ago
1/2/2023 5:23,1675200238,rad_001,0,28 days ago
1/2/2023 5:27,1675200454,rad_001,21053.76,28 days ago
1/2/2023 5:31,1675200670,rad_001,41297.76,28 days ago
1/2/2023 5:34,1675200885,rad_001,26843.54,28 days ago
1/2/2023 5:38,1675201101,rad_001,0,28 days ago
1/2/2023 5:41,1675201317,rad_001,5534.75,28 days ago
1/2/2023 5:45,1675201533,rad_001,0,28 days ago
1/2/2023 5:49,1675201749,rad_001,0,28 days ago
1/2/2023 5:52,1675201965,rad_001,35791.39,28 days ago
1/2/2023 5:56,1675202181,rad_001,31580.64,28 days ago
1/2/2023 5:59,1675202397,rad_001,41297.76,28 days ago
1/2/2023 6:03,1675202608,rad_001,38347.92,28 days ago
1/2/2023 6:07,1675202824,rad_001,3995.31,28 days ago
1/2/2023 6:10,1675203039,rad_001,13990.12,28 days ago
1/2/2023 6:14,1675203255,rad_001,21053.76,28 days ago
1/2/2023 6:17,1675203471,rad_001,0,28 days ago
1/2/2023 6:21,1675203687,rad_001,8212.17,28 days ago
1/2/2023 6:25,1675203903,rad_001,71582.78,28 days ago
1/2/2023 6:28,1675204118,rad_001,10631.1,28 days ago
1/2/2023 6:32,1675204334,rad_001,17895.69,28 days ago
1/2/2023 6:35,1675204551,rad_001,14608.73,28 days ago
1/2/2023 6:39,1675204767,rad_001,0,28 days ago
1/2/2023 6:43,1675204982,rad_001,0,28 days ago
1/2/2023 6:46,1675205198,rad_001,5041.04,28 days ago
1/2/2023 6:50,1675205414,rad_001,0,28 days ago
1/2/2023 6:53,1675205630,rad_001,6916.21,28 days ago
1/2/2023 6:57,1675205846,rad_001,24038.99,28 days ago
1/2/2023 7:01,1675206062,rad_001,21474.83,28 days ago
1/2/2023 7:04,1675206278,rad_001,0,28 days ago
1/2/2023 7:08,1675206494,rad_001,24038.99,28 days ago
1/2/2023 7:11,1675206710,rad_001,9629.97,28 days ago
1/2/2023 7:15,1675206926,rad_001,13174.74,28 days ago
1/2/2023 7:19,1675207141,rad_001,10657.48,28 days ago
1/2/2023 7:22,1675207357,rad_001,14461.16,28 days ago
1/2/2023 7:26,1675207571,rad_001,16582.88,28 days ago
1/2/2023 7:29,1675207782,rad_001,0,28 days ago
1/2/2023 7:33,1675207998,rad_001,22967.74,28 days ago
1/2/2023 7:36,1675208214,rad_001,41297.76,28 days ago
1/2/2023 7:40,1675208430,rad_001,536870.91,28 days ago
1/2/2023 7:44,1675208646,rad_001,82595.52,28 days ago
1/2/2023 7:47,1675208862,rad_001,0,28 days ago
1/2/2023 7:51,1675209078,rad_001,23008.75,28 days ago
1/2/2023 7:54,1675209294,rad_001,0,28 days ago
1/2/2023 7:58,1675209510,rad_001,14708.79,28 days ago
1/2/2023 8:02,1675209726,rad_001,41297.76,28 days ago
1/2/2023 8:05,1675209942,rad_001,0,28 days ago
1/2/2023 8:09,1675210158,rad_001,0,28 days ago
1/2/2023 8:12,1675210374,rad_001,82595.52,28 days ago
1/2/2023 8:16,1675210590,rad_001,13094.41,28 days ago
1/2/2023 8:20,1675210806,rad_001,0,28 days ago
1/2/2023 8:23,1675211021,rad_001,715813.45,28 days ago
1/2/2023 8:27,1675211237,rad_001,0,28 days ago
1/2/2023 8:30,1675211453,rad_001,0,28 days ago
1/2/2023 8:34,1675211669,rad_001,82595.52,28 days ago
1/2/2023 8:38,1675211885,rad_001,28255.99,28 days ago
1/2/2023 8:41,1675212101,rad_001,41297.76,28 days ago
1/2/2023 8:45,1675212317,rad_001,0,28 days ago
1/2/2023 8:48,1675212533,rad_001,17895.69,28 days ago
1/2/2023 8:52,1675212749,rad_001,178956.97,28 days ago
1/2/2023 8:56,1675212965,rad_001,41297.76,28 days ago
1/2/2023 8:59,1675213182,rad_001,19259.94,28 days ago
1/2/2023 9:03,1675213397,rad_001,7110.87,28 days ago
1/2/2023 9:06,1675213613,rad_001,41297.76,28 days ago
1/2/2023 9:10,1675213829,rad_001,13591.66,28 days ago
1/2/2023 9:14,1675214045,rad_001,0,28 days ago
1/2/2023 9:17,1675214259,rad_001,0,28 days ago
1/2/2023 9:21,1675214475,rad_001,20069.94,28 days ago
1/2/2023 9:24,1675214691,rad_001,0,28 days ago
1/2/2023 9:28,1675214907,rad_001,18276.45,28 days ago
1/2/2023 9:32,1675215123,rad_001,0,28 days ago
1/2/2023 9:35,1675215339,rad_001,22025.47,28 days ago
1/2/2023 9:39,1675215556,rad_001,41297.76,28 days ago
1/2/2023 9:42,1675215772,rad_001,0,28 days ago
1/2/2023 9:46,1675215987,rad_001,22845.57,28 days ago
1/2/2023 9:50,1675216203,rad_001,26843.54,28 days ago
1/2/2023 9:53,1675216419,rad_001,16777.21,28 days ago
1/2/2023 9:57,1675216636,rad_001,0,28 days ago
1/2/2023 10:00,1675216851,rad_001,0,28 days ago
1/2/2023 10:04,1675217067,rad_001,0,28 days ago
1/2/2023 10:08,1675217283,rad_001,20259.28,28 days ago
1/2/2023 10:11,1675217499,rad_001,2147478.99,28 days ago
1/2/2023 10:15,1675217715,rad_001,8521.76,28 days ago
1/2/2023 10:18,1675217931,rad_001,0,28 days ago
1/2/2023 10:22,1675218147,rad_001,0,28 days ago
1/2/2023 10:26,1675218362,rad_001,189482.66,28 days ago
1/2/2023 10:29,1675218578,rad_001,536870.91,28 days ago
1/2/2023 10:33,1675218794,rad_001,23342.21,28 days ago
1/2/2023 10:36,1675219010,rad_001,1073741.82,28 days ago
1/2/2023 10:40,1675219226,rad_001,14510.02,28 days ago
1/2/2023 10:44,1675219442,rad_001,14128.18,28 days ago
1/2/2023 10:47,1675219658,rad_001,89478.48,28 days ago
1/2/2023 10:51,1675219874,rad_001,0,28 days ago
1/2/2023 10:54,1675220089,rad_001,24219.74,28 days ago
1/2/2023 10:58,1675220305,rad_001,0,28 days ago
1/2/2023 11:02,1675220521,rad_001,0,28 days ago
1/2/2023 11:05,1675220737,rad_001,8058.1,28 days ago
1/2/2023 11:09,1675220953,rad_001,0,28 days ago
1/2/2023 11:12,1675221169,rad_001,23729.1,28 days ago
1/2/2023 11:16,1675221384,rad_001,53687.09,28 days ago
1/2/2023 11:20,1675221600,rad_001,0,28 days ago
1/2/2023 11:23,1675221816,rad_001,71582.78,28 days ago
1/2/2023 11:27,1675222032,rad_001,11997.11,28 days ago
1/2/2023 11:30,1675222248,rad_001,0,28 days ago
1/2/2023 11:34,1675222463,rad_001,35791.39,28 days ago
1/2/2023 11:37,1675222679,rad_001,29020.04,28 days ago
1/2/2023 11:41,1675222895,rad_001,0,28 days ago
1/2/2023 11:45,1675223111,rad_001,13506.18,28 days ago
1/2/2023 11:48,1675223327,rad_001,0,28 days ago
1/2/2023 11:52,1675223543,rad_001,7780.73,28 days ago
1/2/2023 11:55,1675223759,rad_001,15449.52,28 days ago
1/2/2023 11:59,1675223974,rad_001,0,28 days ago
1/2/2023 12:03,1675224190,rad_001,25414,27 days ago
1/2/2023 12:06,1675224406,rad_001,10226.11,27 days ago
1/2/2023 12:10,1675224622,rad_001,0,27 days ago
1/2/2023 12:13,1675224838,rad_001,0,27 days ago
