Date Created,Timestamp,Device ID,Radiation(uSv/h),Last Seen
1/8/2023 0:03,1690819396,rad_001,11545.61,31 days ago
1/8/2023 0:06,1690819612,rad_001,0,31 days ago
1/8/2023 0:10,1690819827,rad_001,63161.28,31 days ago
1/8/2023 0:14,1690820043,rad_001,0,31 days ago
1/8/2023 0:17,1690820259,rad_001,29217.46,31 days ago
1/8/2023 0:21,1690820474,rad_001,17134.17,31 days ago
1/8/2023 0:24,1690820691,rad_001,0,31 days ago
1/8/2023 0:28,1690820905,rad_001,0,31 days ago
1/8/2023 0:32,1690821121,rad_001,0,31 days ago
1/8/2023 0:35,1690821337,rad_001,0,31 days ago
1/8/2023 0:39,1690821553,rad_001,11545.61,31 days ago
1/8/2023 0:42,1690821768,rad_001,0,31 days ago
1/8/2023 0:46,1690821984,rad_001,10501.14,31 days ago
1/8/2023 0:50,1690822200,rad_001,41297.76,31 days ago
1/8/2023 0:53,1690822416,rad_001,12820.79,31 days ago
1/8/2023 0:57,1690822632,rad_001,12782.64,31 days ago
1/8/2023 1:00,1690822847,rad_001,35204.65,31 days ago
1/8/2023 1:04,1690823063,rad_001,64424.5,31 days ago
1/8/2023 1:07,1690823278,rad_001,0,31 days ago
1/8/2023 1:11,1690823494,rad_001,0,31 days ago
1/8/2023 1:15,1690823709,rad_001,3780.78,31 days ago
1/8/2023 1:18,1690823925,rad_001,16207.42,31 days ago
1/8/2023 1:22,1690824141,rad_001,17895.69,31 days ago
1/8/2023 1:25,1690824356,rad_001,0,31 days ago
1/8/2023 1:29,1690824572,rad_001,0,31 days ago
1/8/2023 1:33,1690824788,rad_001,0,31 days ago
1/8/2023 1:36,1690825004,rad_001,33554.43,31 days ago
1/8/2023 1:40,1690825220,rad_001,0,31 days ago
1/8/2023 1:43,1690825436,rad_001,23860.93,31 days ago
1/8/2023 1:47,1690825652,rad_001,31580.64,31 days ago
1/8/2023 1:51,1690825868,rad_001,41297.76,31 days ago
1/8/2023 1:54,1690826083,rad_001,268435.45,31 days ago
1/8/2023 1:58,1690826298,rad_001,0,31 days ago
1/8/2023 2:01,1690826514,rad_001,11392.48,31 days ago
1/8/2023 2:05,1690826730,rad_001,25565.28,31 days ago
1/8/2023 2:09,1690826946,rad_001,29020.04,31 days ago
1/8/2023 2:12,1690827162,rad_001,41297.76,31 days ago
1/8/2023 2:16,1690827377,rad_001,16777.21,31 days ago
1/8/2023 2:19,1690827593,rad_001,0,31 days ago
1/8/2023 2:23,1690827804,rad_001,14708.79,31 days ago
1/8/2023 2:26,1690828019,rad_001,20917.04,31 days ago
1/8/2023 2:30,1690828235,rad_001,11963.69,31 days ago
1/8/2023 2:34,1690828451,rad_001,6597.49,31 days ago
1/8/2023 2:37,1690828666,rad_001,0,31 days ago
1/8/2023 2:41,1690828882,rad_001,153391.68,31 days ago
1/8/2023 2:44,1690829098,rad_001,0,31 days ago
1/8/2023 2:48,1690829313,rad_001,0,31 days ago
1/8/2023 2:52,1690829529,rad_001,11930.46,31 days ago
1/8/2023 2:55,1690829745,rad_001,27769.18,31 days ago
1/8/2023 2:59,1690829960,rad_001,0,31 days ago
1/8/2023 3:02,1690830176,rad_001,41297.76,31 days ago
1/8/2023 3:06,1690830392,rad_001,11576.73,31 days ago
1/8/2023 3:10,1690830607,rad_001,41297.76,31 days ago
1/8/2023 3:13,1690830823,rad_001,41297.76,31 days ago
1/8/2023 3:17,1690831038,rad_001,41297.76,31 days ago
1/8/2023 3:20,1690831253,rad_001,82595.52,31 days ago
1/8/2023 3:24,1690831469,rad_001,0,31 days ago
1/8/2023 3:28,1690831684,rad_001,0,31 days ago
1/8/2023 3:31,1690831900,rad_001,41297.76,31 days ago
1/8/2023 3:35,1690832116,rad_001,12595.21,31 days ago
1/8/2023 3:38,1690832332,rad_001,20069.94,31 days ago
1/8/2023 3:42,1690832547,rad_001,0,31 days ago
1/8/2023 3:46,1690832763,rad_001,10374.31,31 days ago
1/8/2023 3:49,1690832979,rad_001,16777.21,31 days ago
1/8/2023 3:53,1690833195,rad_001,12632.25,31 days ago
1/8/2023 3:56,1690833410,rad_001,41297.76,31 days ago
1/8/2023 4:00,1690833626,rad_001,13810.18,31 days ago
1/8/2023 4:04,1690833842,rad_001,20648.88,31 days ago
1/8/2023 4:07,1690834058,rad_001,41297.76,31 days ago
1/8/2023 4:11,1690834274,rad_001,0,31 days ago
1/8/2023 4:14,1690834490,rad_001,7379.66,31 days ago
1/8/2023 4:18,1690834705,rad_001,23729.1,31 days ago
1/8/2023 4:22,1690834921,rad_001,13297.11,31 days ago
1/8/2023 4:25,1690835137,rad_001,41297.76,31 days ago
1/8/2023 4:29,1690835352,rad_001,17134.17,31 days ago
1/8/2023 4:32,1690835568,rad_001,178956.97,31 days ago
1/8/2023 4:36,1690835784,rad_001,0,31 days ago
1/8/2023 4:39,1690835999,rad_001,27769.18,31 days ago
1/8/2023 4:43,1690836215,rad_001,14861.47,31 days ago
1/8/2023 4:47,1690836431,rad_001,16519.1,31 days ago
1/8/2023 4:50,1690836646,rad_001,10011.57,31 days ago
1/8/2023 4:54,1690836862,rad_001,0,31 days ago
1/8/2023 4:57,1690837077,rad_001,41297.76,31 days ago
1/8/2023 5:01,1690837293,rad_001,2344.41,31 days ago
1/8/2023 5:05,1690837509,rad_001,10399.43,31 days ago
1/8/2023 5:08,1690837724,rad_001,536870.91,31 days ago
1/8/2023 5:12,1690837940,rad_001,0,31 days ago
1/8/2023 5:15,1690838155,rad_001,9481.16,31 days ago
1/8/2023 5:19,1690838371,rad_001,22845.57,31 days ago
1/8/2023 5:23,1690838587,rad_001,4364.8,31 days ago
1/8/2023 5:26,1690838803,rad_001,27183.33,31 days ago
1/8/2023 5:30,1690839019,rad_001,8555.71,31 days ago
1/8/2023 5:33,1690839234,rad_001,27531.84,31 days ago
1/8/2023 5:37,1690839450,rad_001,19088.74,31 days ago
1/8/2023 5:41,1690839666,rad_001,0,31 days ago
1/8/2023 5:44,1690839880,rad_001,41297.76,31 days ago
1/8/2023 5:48,1690840095,rad_001,16268.81,31 days ago
1/8/2023 5:51,1690840311,rad_001,14081.86,31 days ago
1/8/2023 5:55,1690840526,rad_001,11392.48,31 days ago
1/8/2023 5:59,1690840742,rad_001,41297.76,31 days ago
1/8/2023 6:02,1690840958,rad_001,8307.48,31 days ago
1/8/2023 6:06,1690841175,rad_001,0,31 days ago
1/8/2023 6:09,1690841390,rad_001,39768.21,31 days ago
1/8/2023 6:13,1690841606,rad_001,0,31 days ago
1/8/2023 6:17,1690841821,rad_001,13256.07,31 days ago
1/8/2023 6:20,1690842037,rad_001,22605.09,31 days ago
1/8/2023 6:24,1690842252,rad_001,0,31 days ago
1/8/2023 6:27,1690842468,rad_001,0,31 days ago
1/8/2023 6:31,1690842682,rad_001,6961.04,31 days ago
1/8/2023 6:34,1690842897,rad_001,536870.91,31 days ago
1/8/2023 6:38,1690843113,rad_001,62245.9,31 days ago
1/8/2023 6:42,1690843329,rad_001,35791.39,31 days ago
1/8/2023 6:45,1690843542,rad_001,22845.57,31 days ago
1/8/2023 6:49,1690843758,rad_001,8259.55,31 days ago
1/8/2023 6:52,1690843971,rad_001,15123.12,31 days ago
1/8/2023 6:56,1690844186,rad_001,23994.23,31 days ago
1/8/2023 7:00,1690844402,rad_001,0,31 days ago
1/8/2023 7:03,1690844618,rad_001,13506.18,31 days ago
1/8/2023 7:07,1690844834,rad_001,7006.47,31 days ago
1/8/2023 7:10,1690845050,rad_001,0,31 days ago
1/8/2023 7:14,1690845265,rad_001,0,31 days ago
1/8/2023 7:18,1690845481,rad_001,13721.94,31 days ago
1/8/2023 7:21,1690845697,rad_001,10764.32,31 days ago
1/8/2023 7:25,1690845912,rad_001,13990.12,31 days ago
1/8/2023 7:28,1690846128,rad_001,31580.64,31 days ago
