Index,Date Created,Radiation(uSv/h)
1,1/1/2024,0.140742751
2,1/1/2024,-0.357046058
3,1/1/2024,0.140742751
4,1/1/2024,-0.185052624
5,1/1/2024,-0.204781318
6,1/1/2024,-0.215210378
7,1/1/2024,-0.170150695
8,1/1/2024,0.638531559
9,1/1/2024,-0.007248608
10,1/1/2024,-0.195264719
11,1/1/2024,6.11420881
12,1/1/2024,-0.296496347
13,1/1/2024,-0.357046058
14,1/1/2024,-0.077208122
15,1/1/2024,-0.010371709
16,1/1/2024,-0.357046058
17,1/1/2024,-0.22631372
18,1/1/2024,-0.357046058
19,1/1/2024,-0.357046058
20,1/1/2024,-0.357046058
21,1/1/2024,-0.357046058
22,1/1/2024,-0.199690338
23,1/1/2024,-0.141337646
24,1/1/2024,-0.094254034
25,1/1/2024,-0.357046058
26,1/1/2024,-0.277154094
27,1/1/2024,-0.238307465
28,1/1/2024,-0.357046058
29,1/1/2024,-0.232598856
30,1/1/2024,-0.357046058
31,1/1/2024,-0.357046058
32,1/1/2024,1.081010499
33,1/1/2024,-0.357046058
34,1/1/2024,-0.134857121
35,1/1/2024,0.193699022
36,1/1/2024,0.937204892
37,1/1/2024,-0.357046058
38,1/1/2024,1.800038898
39,1/1/2024,0.140742751
40,1/1/2024,-0.121727802
41,1/1/2024,-0.103271371
42,1/1/2024,-0.255136532
43,1/1/2024,-0.265255211
44,1/1/2024,-0.087410453
45,1/1/2024,0.638531559
46,1/1/2024,-0.157161801
47,1/1/2024,-0.195768682
48,1/1/2024,-0.252248477
49,1/1/2024,-0.357046058
50,1/1/2024,-0.176032033
51,1/1/2024,0.567418872
52,1/1/2024,-0.357046058
53,1/1/2024,-0.357046058
54,1/1/2024,-0.094254034
55,1/1/2024,-0.357046058
56,1/1/2024,-0.357046058
57,1/1/2024,0.937204892
58,1/1/2024,-0.280913748
59,1/1/2024,-0.357046058
60,1/1/2024,-0.251608187
61,1/1/2024,-0.195768682
62,1/1/2024,-0.357046058
63,1/1/2024,-0.357046058
64,1/1/2024,-0.265255211
65,1/1/2024,0.638531559
66,1/1/2024,-0.235520179
67,1/1/2024,-0.357046058
68,1/1/2024,-0.148295978
69,1/1/2024,-0.056057459
70,1/1/2024,-0.357046058
71,1/1/2024,-0.182147333
72,1/1/2024,2.231455841
73,1/1/2024,-0.064559984
74,1/1/2024,-0.169473521
75,1/1/2024,0.584227327
76,1/1/2024,-0.252248477
77,1/1/2024,-0.357046058
78,1/1/2024,-0.357046058
79,1/1/2024,-0.122792501
80,1/1/2024,-0.357046058
81,1/1/2024,-0.357046058
82,1/1/2024,0.372109337
83,1/1/2024,-0.357046058
84,1/1/2024,-0.357046058
85,1/1/2024,-0.357046058
86,1/1/2024,-0.357046058
87,1/1/2024,0.105186407
88,1/1/2024,-0.220809179
89,1/1/2024,-0.254935598
90,1/1/2024,-0.075687192
91,1/1/2024,-0.357046058
92,1/1/2024,0.567418872
93,1/1/2024,-0.1139943
94,1/1/2024,-0.357046058
95,1/1/2024,3.957123854
96,1/1/2024,-0.268398803
97,1/1/2024,-0.357046058
98,1/1/2024,-0.285342501
99,1/1/2024,-0.216874506
100,1/1/2024,-0.357046058
101,1/1/2024,-0.033483381
102,1/1/2024,-0.148295978
103,1/1/2024,-0.149966012
104,1/1/2024,-0.250959942
105,1/1/2024,-0.357046058
106,1/1/2024,0.140742751
107,1/1/2024,-0.357046058
108,1/1/2024,-0.091558717
109,1/1/2024,-0.163874359
110,1/1/2024,-0.222228255
111,1/1/2024,-0.196269632
112,1/1/2024,-0.357046058
113,1/1/2024,-0.357046058
114,1/1/2024,0.638531559
115,1/1/2024,-0.145739881
116,1/1/2024,-0.160947491
117,1/1/2024,-0.357046058
118,1/1/2024,0.023615972
119,1/1/2024,-0.357046058
120,1/1/2024,0.419504416
121,1/1/2024,-0.357046058
122,1/1/2024,-0.118474521
123,1/1/2024,0.937204892
124,1/1/2024,0.140742751
125,1/1/2024,0.140742751
126,1/1/2024,-0.319147087
127,1/1/2024,-0.174757239
128,1/1/2024,-0.357046058
129,1/1/2024,-0.357046058
130,1/1/2024,-0.357046058
131,1/1/2024,-0.357046058
132,1/1/2024,-0.108151654
133,1/1/2024,-0.224979742
134,1/1/2024,-0.316346421
135,1/1/2024,-0.357046058
136,1/1/2024,-0.21442894
137,1/1/2024,-0.253712755
138,1/1/2024,-0.157930583
139,1/1/2024,-0.21442894
140,1/1/2024,-0.357046058
141,1/1/2024,-0.178528706
142,1/1/2024,-0.177288988
143,1/1/2024,0.140742751
144,1/1/2024,-0.177288988
145,1/1/2024,-0.133899338
