Index,Date Created,Radiation(uSv/h)
1,1/1/2024,-0.017947829
2,2/1/2024,0.086800835
3,3/1/2024,-0.039187333
4,4/1/2024,-0.016190216
5,5/1/2024,0.031325948
6,6/1/2024,-0.029563802
7,7/1/2024,-0.034791478
8,8/1/2024,-0.068315688
9,9/1/2024,0.019182789
10,10/1/2024,0.02562905
11,11/1/2024,-0.050507505
12,12/1/2024,-0.082273603
13,13/1/2024,-0.060474607
14,14/1/2024,0.014976723
15,15/1/2024,0.040012127
16,16/1/2024,0.034604018
17,17/1/2024,0.039354256
18,18/1/2024,-0.060564319
19,19/1/2024,0.001422118
20,20/1/2024,-0.025598507
21,21/1/2024,-0.079868318
22,22/1/2024,0.038585456
23,23/1/2024,0.02532415
24,24/1/2024,0.11797914
25,25/1/2024,-0.017714557
26,26/1/2024,0.031409485
27,27/1/2024,0.023234738
28,28/1/2024,0.035076642
29,29/1/2024,0.008456365
30,30/1/2024,0.015124877
31,31/1/2024,-0.012951814
32,1/2/2024,-0.032594583
33,2/2/2024,0.098165373
34,3/2/2024,-0.101329865
35,4/2/2024,-0.052792467
36,5/2/2024,0.036971359
37,6/2/2024,-0.017353999
38,7/2/2024,0.00207906
39,8/2/2024,0.199852835
40,9/2/2024,0.084215931
41,10/2/2024,-0.014648786
42,11/2/2024,0.063765793
43,12/2/2024,0.045949315
44,13/2/2024,-0.003594375
45,14/2/2024,0.044199748
46,15/2/2024,-0.023298516
47,16/2/2024,0.037883388
48,17/2/2024,-0.098770123
49,18/2/2024,-0.064083377
50,19/2/2024,-0.041158705
51,20/2/2024,0.063154108
52,21/2/2024,-0.079053299
53,22/2/2024,-0.033793534
54,23/2/2024,-0.035934056
55,24/2/2024,-0.092384561
56,25/2/2024,-0.000141044
57,26/2/2024,-0.064258117
58,27/2/2024,0.002022408
59,28/2/2024,-0.006346557
60,29/2/2024,0.027083896
61,1/3/2024,0.011859874
62,2/3/2024,0.068961681
63,3/3/2024,-0.024880216
64,4/3/2024,-0.001889987
65,5/3/2024,-0.020145366
66,6/3/2024,-0.033126791
67,7/3/2024,-0.03601505
68,8/3/2024,0.008748546
69,9/3/2024,-0.078421578
70,10/3/2024,-0.058687952
71,11/3/2024,0.040789907
72,12/3/2024,-0.002434101
73,13/3/2024,0.003474736
74,14/3/2024,0.010094881
75,15/3/2024,0.026723886
76,16/3/2024,0.046930152
77,17/3/2024,-0.018937036
78,18/3/2024,0.046503112
79,19/3/2024,0.087348609
80,20/3/2024,-0.049788818
81,21/3/2024,-0.001652172
82,22/3/2024,-0.019557979
83,23/3/2024,-0.011139324
84,24/3/2024,0.010362128
85,25/3/2024,-0.053059335
86,26/3/2024,0.096311142
87,27/3/2024,0.001856623
88,28/3/2024,-0.021902375
89,29/3/2024,-0.053766373
90,30/3/2024,0.075679725
91,31/3/2024,-0.030781406
92,1/4/2024,0.075847927
93,2/4/2024,-0.099543457
94,3/4/2024,0.014258526
95,4/4/2024,0.035100363
96,5/4/2024,-0.0063097
97,6/4/2024,-0.023518026
98,7/4/2024,-0.000144603
99,8/4/2024,-0.023462635
100,9/4/2024,0.010852264
101,10/4/2024,-0.022240614
102,11/4/2024,-0.08559785
103,12/4/2024,-0.00689392
104,13/4/2024,-0.071489171
105,14/4/2024,0.065201794
106,15/4/2024,-0.051751833
107,16/4/2024,-0.042908457
108,17/4/2024,0.068292623
109,18/4/2024,-0.004056838
110,19/4/2024,0.064170714
111,20/4/2024,0.074558607
112,21/4/2024,-0.073742646
113,22/4/2024,0.020635411
114,23/4/2024,-0.063665966
115,24/4/2024,-0.035415209
116,25/4/2024,0.024981511
117,26/4/2024,0.026880422
118,27/4/2024,0.041912923
119,28/4/2024,-0.00932505
120,29/4/2024,-0.019982135
121,30/4/2024,0.141628862
122,1/5/2024,-0.088012985
123,2/5/2024,0.02495163
124,3/5/2024,0.043836661
125,4/5/2024,0.008592334
126,5/5/2024,-0.017118517
127,6/5/2024,-0.004306864
128,7/5/2024,-0.028551011
129,8/5/2024,-0.061804745
130,9/5/2024,0.113092718
131,10/5/2024,-0.044385941
132,11/5/2024,-0.014445635
133,12/5/2024,-0.103549097
134,13/5/2024,0.011332379
135,14/5/2024,0.007652786
136,15/5/2024,0.088952037
137,16/5/2024,0.01396499
138,17/5/2024,-0.030528005
139,18/5/2024,-0.042826033
140,19/5/2024,-0.060551507
141,20/5/2024,0.010787636
142,21/5/2024,0.050737279
143,22/5/2024,-0.063818807
144,23/5/2024,-0.012340151
145,24/5/2024,-0.032221934
146,25/5/2024,-0.051393027
147,26/5/2024,-0.030243927
148,27/5/2024,0.060076256
149,28/5/2024,0.112085329
150,29/5/2024,0.055085457
151,30/5/2024,0.031637091
152,31/5/2024,0.055274566
