Index,Date Created,Temperature(°C),Humidity(%),CO2(ppm),Battery,RSSI,loRaSNR,Frequency
1,1/1/2024,21.97338129,47.51438849,439.7913669,29,-49.76258993,8.863309353,922697841.7
2,2/1/2024,21.90629371,47.82167832,522.5874126,29,-49.13286713,9.019230769,922660139.9
3,3/1/2024,22.16433566,46.68531469,510.2167832,29,-50,9.055944056,922555244.8
4,4/1/2024,23.01180556,45.92361111,529.8958333,29,-53.46527778,8.987847222,922686111.1
5,5/1/2024,22.97832168,45.06993007,503.1258741,29,-56.35664336,8.776223776,922739860.1
6,6/1/2024,22.92083333,44.78472222,446.4166667,29,-52.90277778,8.789930556,922622222.2
7,7/1/2024,22.91875,44.46875,445.2916667,29,-51.36111111,8.673611111,922605555.6
8,8/1/2024,22.92553191,44.82978723,518.964539,28.08510638,-53.70212766,8.663120567,922697872.3
9,9/1/2024,22.95310345,45.53448276,533.4344828,28,-55.71724138,8.763793103,922586206.9
10,10/1/2024,22.91597222,45.36805556,517.5069444,28,-55.13888889,9.029513889,922622222.2
11,11/1/2024,22.90699301,45.7027972,510.4405594,28,-52.65734266,8.998251748,922668531.5
12,12/1/2024,22.93873239,45.43309859,508.556338,28,-54.04929577,8.894366197,922645070.4
13,13/1/2024,22.90347222,44.27083333,445.1875,28,-55.9375,9.038194444,922708333.3
14,14/1/2024,22.93566434,44.96153846,442.6503497,28,-57.27972028,8.410839161,922695104.9
15,15/1/2024,22.97132867,45.88461538,520.4335664,27.58741259,-56.58041958,8.667832168,922619580.4
16,16/1/2024,22.92340426,46.5212766,515.3971631,27,-56.13475177,8.638297872,922655319.1
17,17/1/2024,22.81818182,45.71328671,512,27,-57.13986014,8.847902098,922711888.1
18,18/1/2024,22.825,46.57421875,513.1953125,27,-59.3984375,8.609375,922693750
19,19/1/2024,22.8020979,46.25874126,496.6293706,27,-59.33566434,8.541958042,922643356.6
20,20/1/2024,22.73687943,45.68085106,444.6950355,27,-57.76595745,8.627659574,922663829.8
21,21/1/2024,22.72112676,45.70774648,437.2394366,27,-56.48591549,8.311619718,922673239.4
22,22/1/2024,22.75972222,46.38888889,512.9930556,27,-56.97222222,8.395833333,922668055.6
23,23/1/2024,22.77304965,46.61347518,533.1347518,26.04255319,-57.59574468,8.423758865,922611347.5
24,24/1/2024,22.8,45.02097902,515.7832168,26,-57.63636364,8.454545455,922662937.1
25,25/1/2024,22.69014085,45.53873239,441.8943662,26,-56.58450704,8.579225352,922681690.1
26,26/1/2024,22.64685315,46.18181818,485.5874126,26,-58.54545455,8.671328671,922667132.9
27,27/1/2024,22.79300699,45.74125874,435.8391608,26,-57.04195804,8.513986014,922650349.7
28,28/1/2024,22.81785714,45.56785714,435.3285714,26,-57.26428571,8.289285714,922618571.4
29,29/1/2024,22.82916667,45.75,512.2638889,26,-59.26388889,8.244791667,922579166.7
30,30/1/2024,22.75422535,46.10211268,518.584507,25.58450704,-61.04929577,8.559859155,922666197.2
31,31/1/2024,22.73146853,46.79370629,514.5804196,25,-59.53846154,8.629370629,922633566.4
32,1/2/2024,20.6958042,49.34265734,488.5594406,31,-66.03496503,8.145104895,922588811.2
